-0.2687,0.2030,0.8286,		-1.22,9.52,-14.16,	6.5673,		53.230195,-1.480871,	15:14:24:0
-0.3103,0.2394,0.9138,		7.32,5.55,-9.95,	6.5769,		53.230195,-1.480871,	15:14:24:0
-0.2819,0.2897,0.9971,		12.51,3.17,-6.47,	6.5865,		53.230196,-1.480868,	15:14:24:20
-0.2538,0.3147,1.0947,		9.16,3.11,-9.95,	6.5962,		53.230196,-1.480868,	15:14:24:20
-0.2323,0.3033,1.1240,		13.92,-2.62,-10.99,	6.6058,		53.230196,-1.480868,	15:14:24:20
-0.2816,0.5110,1.0042,		21.97,-8.12,-19.78,	6.6154,		53.230196,-1.480868,	15:14:24:20
-0.1378,0.3713,1.3367,		-23.74,-46.45,-0.55,	6.6250,		53.230196,-1.480868,	15:14:24:20
0.0266,0.2072,1.0715,		17.21,-40.89,-10.99,	6.6346,		53.230196,-1.480868,	15:14:24:20
-0.2009,0.4429,0.8945,		14.34,3.42,-52.92,	6.6442,		53.230197,-1.480866,	15:14:24:40
-0.2383,0.3800,1.0670,		-24.90,-10.13,-42.85,	6.6538,		53.230197,-1.480866,	15:14:24:40
-0.0858,0.1913,1.0835,		-3.78,-34.42,-16.48,	6.6635,		53.230197,-1.480866,	15:14:24:40
-0.0469,0.1744,0.8716,		19.96,-4.64,-35.77,	6.6731,		53.230197,-1.480866,	15:14:24:40
-0.1741,0.2242,0.7329,		7.93,13.61,-48.77,	6.6827,		53.230197,-1.480866,	15:14:24:40
-0.2671,0.2059,0.7264,		-3.48,15.81,-44.92,	6.6923,		53.230197,-1.480866,	15:14:24:40
-0.2815,0.1965,0.7943,		-5.07,12.21,-37.60,	6.7019,		53.230198,-1.480862,	15:14:24:60
-0.2611,0.2284,0.7729,		1.53,18.19,-25.02,	6.7115,		53.230198,-1.480862,	15:14:24:60
-0.2836,0.2832,0.8208,		-0.67,22.95,-15.20,	6.7212,		53.230198,-1.480862,	15:14:24:60
-0.2687,0.2919,0.9371,		-1.34,11.29,-3.72,	6.7308,		53.230198,-1.480862,	15:14:24:60
-0.2422,0.2673,0.9591,		9.16,0.18,1.46,	6.7404,		53.230198,-1.480862,	15:14:24:60
-0.1973,0.2709,0.9358,		16.72,-6.10,1.04,	6.7500,		53.230197,-1.480858,	15:14:24:80
-0.1791,0.2310,0.9546,		11.05,-8.54,-7.26,	6.7596,		53.230197,-1.480858,	15:14:24:80
